source,date,Unnamed: 0,underlying,put_call,expiry,strike,mid,last,iv,delta,gamma,vega,theta,open_interest,volume,close_spy,close_gspc,vix,rate_10y,tenor_d,moneyness,close_spy_x,close_gspc_x,vix_x,rate_10y_x,hvol_10d,hvol_14d,hvol_30d,hvol_60d,hvol_91d,hvol_122d,hvol_152d,hvol_182d,hvol_273d,hvol_365d,hvol_547d,hvol_730d,hvol_1825d,fwd_front,close_spy_y,close_gspc_y,vix_y,rate_10y_y
options_snapshot_spy,2005-01-25,234.0,SPY,C,2005-10-25,117.954262,5.475849,5.475849,0.13678,0.521367,0.02876,39.722003,-5.428943,388348.0,170949.0,79.52027130126953,1168.4100341796875,14.06,4.2,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-01-26,256.0,SPY,C,2005-10-26,118.323225,5.376354,5.376354,0.133883,0.520901,0.029298,39.845467,-5.376187,520820.0,46677.0,79.7584228515625,1174.0699462890625,13.44,4.21,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-01-27,278.0,SPY,C,2005-10-27,118.533929,5.246532,5.246532,0.130687,0.519348,0.029931,39.955475,-5.297449,538714.0,45866.0,79.89448547363281,1174.550048828125,13.24,4.22,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-01-28,299.0,SPY,P,2005-07-29,118.091601,4.232174,4.232174,0.125027,-0.495474,0.03993,32.54341,-2.393425,637944.0,83510.0,79.89448547363281,1171.3599853515625,13.24,4.16,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-01-31,321.0,SPY,P,2005-08-01,118.824076,4.166615,4.166615,0.122272,-0.496377,0.040699,32.71518,-2.332527,691580.0,82347.0,80.39116668701172,1181.27001953125,12.82,4.14,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-02-01,344.0,SPY,C,2005-11-01,120.067101,5.04717,5.04717,0.124168,0.518172,0.031115,40.472255,-5.20239,604708.0,23136.0,80.90142822265625,1189.4100341796875,12.03,4.15,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-02-02,365.0,SPY,P,2005-08-03,119.985256,3.989455,3.989455,0.115449,-0.500118,0.043066,32.960845,-2.107661,749747.0,68512.0,81.14634704589844,1193.18994140625,11.66,4.15,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-02-03,387.0,SPY,P,2005-08-04,119.675553,3.993184,3.993184,0.115745,-0.500344,0.042997,32.843217,-2.099147,786596.0,73714.0,80.93543243408203,1189.8900146484375,11.79,4.18,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-02-04,408.0,SPY,C,2005-08-05,120.961058,3.770421,3.770421,0.112045,0.514028,0.04201,33.560464,-5.613803,652997.0,50954.0,81.79949951171875,1203.030029296875,11.21,4.09,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-02-07,432.0,SPY,C,2005-11-07,121.293349,4.802304,4.802304,0.117633,0.513899,0.03234,40.879954,-5.071631,682246.0,26016.0,81.69062042236328,1201.719970703125,11.73,4.07,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-02-08,454.0,SPY,C,2005-11-08,121.442121,4.734536,4.734536,0.115843,0.513559,0.032799,40.931133,-5.032687,696025.0,32229.0,81.78592681884766,1202.300048828125,11.6,4.05,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-02-09,476.0,SPY,C,2005-11-09,120.503359,4.810305,4.810305,0.118565,0.514151,0.032298,40.614017,-5.05865,707961.0,32620.0,81.17359924316406,1191.989990234375,12.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-02-10,498.0,SPY,C,2005-11-10,120.936725,4.711757,4.711757,0.115765,0.513443,0.03295,40.791481,-4.995873,726676.0,23895.0,81.46611785888672,1197.010009765625,11.51,4.07,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-02-11,520.0,SPY,C,2005-11-11,121.996679,4.648245,4.648245,0.113254,0.512859,0.03338,41.149844,-4.971917,735378.0,61517.0,82.1668930053711,1205.300048828125,11.43,4.1,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-02-14,544.0,SPY,C,2006-02-14,122.541061,5.435831,5.435831,0.115467,0.512459,0.028083,47.234405,-4.644812,765512.0,28142.0,82.10564422607422,1206.1400146484375,11.52,4.08,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-02-15,564.0,SPY,C,2005-11-15,122.515013,4.595256,4.595256,0.11164,0.511919,0.033617,41.200426,-4.819953,780859.0,50924.0,82.41183471679688,1210.1199951171875,11.27,4.1,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-02-16,586.0,SPY,C,2005-11-16,122.543522,4.591273,4.591273,0.111541,0.511557,0.0336,41.198115,-4.779606,802029.0,42778.0,82.46627044677734,1210.3399658203125,11.1,4.16,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-02-17,608.0,SPY,C,2005-11-17,121.569591,4.697998,4.697998,0.115043,0.512254,0.032846,40.869061,-4.854096,816767.0,32593.0,81.79949951171875,1200.75,11.77,4.19,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-02-18,629.0,SPY,P,2005-08-19,121.218156,3.9529,3.9529,0.112655,-0.504481,0.044148,33.286387,-2.15506,1103933.0,57521.0,81.90838623046875,1201.5899658203125,11.18,4.27,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-02-22,651.0,SPY,P,2005-08-23,119.460618,4.168571,4.168571,0.120711,-0.502953,0.041786,32.778512,-2.341723,834168.0,87482.0,80.69052124023438,1184.1600341796875,13.14,4.29,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-02-23,681.0,SPY,P,2007-02-23,124.219417,9.74708,9.74708,0.135016,-0.514175,0.021393,62.485102,-0.262001,874025.0,55488.0,81.26884460449219,1190.800048828125,12.39,4.27,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-02-24,695.0,SPY,P,2005-08-25,121.053405,4.067082,4.067082,0.116166,-0.503567,0.042757,33.15739,-2.277629,909616.0,61406.0,81.80630493164062,1200.199951171875,11.57,4.29,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-02-25,717.0,SPY,P,2005-08-26,122.199527,4.054835,4.054835,0.114786,-0.503225,0.042711,33.434823,-2.300511,947501.0,52156.0,82.6159439086914,1211.3699951171875,11.49,4.27,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-02-28,740.0,SPY,C,2005-11-28,122.137725,4.923179,4.923179,0.120122,0.513256,0.031353,41.007007,-5.106917,756353.0,44448.0,82.07164001464844,1203.5999755859375,12.08,4.36,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-03-01,762.0,SPY,C,2005-11-29,122.726503,4.946386,4.946386,0.120108,0.513174,0.031196,41.203655,-5.113608,773025.0,23600.0,82.4798583984375,1210.4100341796875,12.04,4.38,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-03-02,783.0,SPY,P,2005-08-31,122.061978,4.305786,4.305786,0.121804,-0.504209,0.04057,33.430527,-2.433967,1009328.0,53262.0,82.43903350830078,1210.0799560546875,12.5,4.38,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-03-03,805.0,SPY,P,2005-09-01,122.12205,4.329481,4.329481,0.122418,-0.504166,0.040363,33.445583,-2.448348,1044761.0,45091.0,82.4730224609375,1210.469970703125,12.93,4.39,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-03-04,827.0,SPY,P,2005-09-02,123.608572,4.281631,4.281631,0.119526,-0.504858,0.040807,33.822389,-2.417691,1064824.0,57226.0,83.50039672851562,1222.1199951171875,11.94,4.32,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-03-07,848.0,SPY,C,2005-09-05,123.712558,4.058781,4.058781,0.118508,0.511833,0.038427,34.245894,-5.83489,847829.0,39396.0,83.54120635986328,1225.31005859375,12.26,4.31,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-03-08,872.0,SPY,C,2005-12-06,123.848751,5.05701,5.05701,0.121688,0.513433,0.03051,41.572042,-5.198833,872827.0,27629.0,83.22823333740234,1219.4300537109375,12.4,4.38,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-03-09,894.0,SPY,C,2005-12-07,122.476978,5.146024,5.146024,0.12524,0.513971,0.029972,41.100303,-5.247806,882889.0,22312.0,82.3029556274414,1207.010009765625,12.7,4.52,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-03-10,916.0,SPY,C,2005-12-08,122.800302,5.16349,5.16349,0.125327,0.51423,0.029899,41.211885,-5.29652,888251.0,47398.0,82.48666381835938,1209.25,12.49,4.48,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-03-11,938.0,SPY,C,2005-12-09,121.880825,5.232225,5.232225,0.127977,0.514335,0.029464,40.891069,-5.29165,902570.0,25089.0,81.90838623046875,1200.0799560546875,12.8,4.56,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-03-14,959.0,SPY,P,2005-09-12,122.027039,4.440502,4.440502,0.125556,-0.504783,0.039404,33.322573,-2.566932,1203521.0,58990.0,82.41863250732422,1206.8299560546875,12.39,4.52,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-03-15,981.0,SPY,P,2005-09-13,121.08766,4.485572,4.485572,0.127658,-0.50558,0.039223,32.966726,-2.555911,1219088.0,36296.0,81.73824310302734,1197.75,13.15,4.54,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-03-16,1003.0,SPY,P,2005-09-14,120.048006,4.560249,4.560249,0.131138,-0.504022,0.038409,32.698719,-2.652182,1224271.0,97684.0,81.04430389404297,1188.0699462890625,13.49,4.52,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-03-17,1025.0,SPY,P,2005-09-15,120.439143,4.569866,4.569866,0.130269,-0.508216,0.039008,32.823867,-2.512935,1236511.0,78533.0,81.20758056640625,1190.2099609375,13.29,4.47,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-03-18,1046.0,SPY,C,2005-09-16,119.488937,4.651031,4.651031,0.133585,0.532412,0.035414,32.949246,-6.279985,808891.0,70994.0,80.96649932861328,1189.6500244140625,13.14,4.51,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-03-21,1070.0,SPY,C,2005-12-19,119.619513,5.68884,5.68884,0.136745,0.529774,0.028248,39.989375,-5.530436,693195.0,57184.0,80.66593933105469,1183.780029296875,13.61,4.53,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-03-22,1099.0,SPY,P,2007-03-22,122.475991,10.271489,10.271489,0.145611,-0.516608,0.021011,60.788879,-0.264216,1006063.0,92300.0,79.84629821777344,1171.7099609375,14.27,4.63,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-03-23,1113.0,SPY,P,2005-09-21,117.966211,4.618871,4.618871,0.139073,-0.48832,0.036037,32.513298,-2.75904,1047686.0,113330.0,79.91462707519531,1172.530029296875,14.06,4.61,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-03-24,1135.0,SPY,P,2005-09-22,118.058513,4.557597,4.557597,0.137027,-0.488379,0.036471,32.58497,-2.734304,1094129.0,46584.0,80.0102310180664,1171.4200439453125,13.42,4.6,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-03-28,1158.0,SPY,C,2005-12-26,118.908589,5.662122,5.662122,0.138387,0.527493,0.028198,39.860567,-5.603398,772614.0,18939.0,80.1263427734375,1174.280029296875,13.75,4.64,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-03-29,1179.0,SPY,P,2005-09-27,117.486317,4.630894,4.630894,0.139491,-0.489502,0.036116,32.380521,-2.762451,1113398.0,84586.0,79.59359741210938,1165.3599853515625,14.49,4.6,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-03-30,1202.0,SPY,C,2005-12-28,119.734874,5.667813,5.667813,0.137622,0.527112,0.028151,40.084512,-5.579417,790305.0,51809.0,80.7205810546875,1181.4100341796875,13.64,4.56,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-03-31,1223.0,SPY,P,2005-09-29,118.930782,4.573896,4.573896,0.135837,-0.491016,0.036731,32.748218,-2.688908,1147453.0,76256.0,80.5702896118164,1180.5899658203125,14.02,4.5,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-04-01,1245.0,SPY,P,2005-09-30,118.31332,4.594122,4.594122,0.137424,-0.489054,0.036274,32.557315,-2.789516,1190245.0,105539.0,80.20831298828125,1172.9200439453125,14.09,4.46,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-04-04,1266.0,SPY,C,2005-10-03,118.592836,4.578532,4.578532,0.136441,0.525504,0.035337,32.762434,-6.379188,878065.0,46408.0,80.34494018554688,1176.1199951171875,14.11,4.47,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-04-05,1290.0,SPY,C,2006-01-03,119.742242,5.651775,5.651775,0.138286,0.52488,0.028069,40.171298,-5.597423,893753.0,54243.0,80.7274169921875,1181.3900146484375,13.68,4.48,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-04-06,1319.0,SPY,P,2007-04-06,124.049235,10.677719,10.677719,0.150019,-0.509803,0.019778,62.573172,-0.403894,1300359.0,86997.0,81.00743103027344,1184.0699462890625,13.15,4.44,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-04-07,1333.0,SPY,P,2005-10-06,120.193875,4.436167,4.436167,0.129955,-0.493091,0.03807,33.030397,-2.557035,1294299.0,47009.0,81.44463348388672,1191.1400146484375,12.33,4.49,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-04-08,1356.0,SPY,C,2006-01-06,119.621628,5.484702,5.484702,0.134722,0.523469,0.028871,40.106447,-5.544585,941101.0,56231.0,80.59764099121094,1181.199951171875,12.62,4.5,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-04-11,1385.0,SPY,P,2007-04-11,123.666407,10.642622,10.642622,0.149414,-0.513452,0.020146,62.159438,-0.357517,1415950.0,100738.0,80.65907287597656,1181.2099609375,11.98,4.45,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-04-12,1407.0,SPY,P,2007-04-12,124.28822,10.581631,10.581631,0.147466,-0.515184,0.020334,62.32263,-0.332203,1439952.0,87115.0,81.07577514648438,1187.760009765625,11.3,4.38,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-04-13,1429.0,SPY,P,2007-04-13,122.672821,10.582296,10.582296,0.150109,-0.510204,0.019978,61.833227,-0.394455,1467588.0,57018.0,80.11953735351562,1173.7900390625,13.31,4.38,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-04-14,1443.0,SPY,P,2005-10-13,116.658815,4.700951,4.700951,0.141928,-0.490629,0.035778,32.209459,-2.880925,1436176.0,297354.0,79.07447052001953,1162.050048828125,14.53,4.37,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-04-15,1465.0,SPY,P,2005-10-14,114.945144,4.94574,4.94574,0.151913,-0.487041,0.033628,31.745311,-3.204103,1435713.0,441373.0,77.96797180175781,1142.6199951171875,17.74,4.27,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-04-18,1488.0,SPY,C,2006-01-16,115.891464,6.037278,6.037278,0.154137,0.523344,0.025956,38.902834,-5.767719,828207.0,81984.0,78.20703887939453,1145.97998046875,16.56,4.27,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-04-19,1509.0,SPY,P,2005-10-18,116.188528,4.741197,4.741197,0.143851,-0.489089,0.035256,31.988161,-3.023088,1304214.0,111204.0,78.8285903930664,1152.780029296875,14.96,4.21,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-04-20,1539.0,SPY,P,2007-04-20,118.288165,11.246351,11.246351,0.168939,-0.485217,0.016984,60.720724,-0.743411,1331552.0,230099.0,77.7289047241211,1137.5,16.92,4.22,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-04-21,1553.0,SPY,P,2005-10-20,116.901823,4.752719,4.752719,0.142888,-0.491524,0.035539,32.160314,-2.923981,1453818.0,174306.0,79.2384262084961,1159.949951171875,14.41,4.32,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-04-22,1576.0,SPY,C,2006-01-20,116.957147,5.932271,5.932271,0.150156,0.522358,0.026396,39.244981,-5.694405,936139.0,44388.0,78.93785858154297,1152.1199951171875,15.38,4.26,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-04-25,1605.0,SPY,P,2007-04-25,121.372652,11.293816,11.293816,0.163823,-0.494875,0.017602,61.98594,-0.615304,1511444.0,69744.0,79.45696258544922,1162.0999755859375,14.62,4.26,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-04-26,1627.0,SPY,P,2007-04-26,120.233655,11.206347,11.206347,0.163931,-0.495404,0.017774,61.45339,-0.590286,1521371.0,83002.0,78.68513488769531,1151.8299560546875,14.91,4.28,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-04-27,1642.0,SPY,C,2006-01-25,117.067546,5.844711,5.844711,0.148322,0.520332,0.026645,39.314989,-5.655578,998507.0,38506.0,78.99252319335938,1156.3800048828125,14.87,4.25,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-04-28,1663.0,SPY,P,2005-10-27,115.081521,5.01227,5.01227,0.153058,-0.489963,0.033645,31.661224,-3.187011,1568716.0,68780.0,78.00212860107422,1143.219970703125,16.86,4.19,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-04-29,1685.0,SPY,P,2005-10-28,116.640201,4.968527,4.968527,0.149515,-0.491105,0.034037,32.052357,-3.131618,1584590.0,88086.0,79.06084442138672,1156.8499755859375,15.31,4.21,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-05-02,1706.0,SPY,C,2005-10-31,117.20908,4.726348,4.726348,0.145381,0.517321,0.033287,32.445649,-6.40087,1046501.0,50094.0,79.50481414794922,1162.1600341796875,15.12,4.21,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-05-03,1730.0,SPY,C,2006-01-31,117.969168,5.893628,5.893628,0.148662,0.519277,0.026324,39.61571,-5.649788,1070203.0,41039.0,79.64141845703125,1161.1700439453125,14.53,4.21,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-05-04,1751.0,SPY,P,2005-11-02,118.415206,4.791266,4.791266,0.141641,-0.493983,0.035616,32.528402,-2.937379,1683911.0,103514.0,80.25614929199219,1175.6500244140625,13.85,4.2,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-05-05,1774.0,SPY,C,2006-02-02,118.875581,5.608695,5.608695,0.140515,0.517419,0.02762,39.949653,-5.497017,1093078.0,81283.0,80.22879028320312,1172.6300048828125,13.98,4.19,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-05-06,1796.0,SPY,C,2006-02-03,118.656362,5.595557,5.595557,0.140696,0.517092,0.027644,39.828453,-5.581151,1112932.0,27585.0,79.97610473632812,1171.3499755859375,14.05,4.28,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-05-09,1817.0,SPY,P,2005-11-07,118.781,4.585366,4.585366,0.134576,-0.497738,0.037701,32.529792,-2.688275,1754546.0,54015.0,80.47467041015625,1178.8399658203125,13.75,4.29,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-05-10,1839.0,SPY,P,2005-11-08,117.544426,4.747163,4.747163,0.140967,-0.49588,0.036208,32.240605,-2.85863,1775238.0,137803.0,79.64141845703125,1166.219970703125,14.91,4.23,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-05-11,1861.0,SPY,P,2005-11-09,118.20978,4.787002,4.787002,0.14131,-0.496142,0.035967,32.380075,-2.876022,1817285.0,127220.0,80.07855224609375,1171.1099853515625,14.45,4.21,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-05-12,1883.0,SPY,P,2005-11-10,116.948558,5.00391,5.00391,0.149377,-0.494824,0.034341,32.103824,-3.061492,1801237.0,167367.0,79.19742584228516,1159.3599853515625,16.12,4.18,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-05-13,1904.0,SPY,C,2005-11-11,116.638716,4.914505,4.914505,0.152403,0.516321,0.031708,32.264324,-6.710707,1142663.0,83973.0,79.04034423828125,1154.050048828125,16.32,4.12,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-05-16,1928.0,SPY,C,2006-02-13,118.216404,5.988773,5.988773,0.151213,0.517744,0.025688,39.625572,-5.768617,1158814.0,47506.0,79.77799987792969,1165.68994140625,15.68,4.13,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-05-17,1957.0,SPY,P,2007-05-17,122.494772,11.413552,11.413552,0.16374,-0.494546,0.017352,62.567706,-0.624897,1954176.0,63681.0,80.31073760986328,1173.800048828125,14.57,4.12,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-05-18,1971.0,SPY,P,2005-11-16,119.728374,4.74818,4.74818,0.138006,-0.497724,0.036341,32.765777,-2.809655,1961455.0,177437.0,81.13723754882812,1185.56005859375,13.63,4.07,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-05-19,1993.0,SPY,P,2005-11-17,120.260243,4.647015,4.647015,0.134113,-0.499852,0.037358,32.905711,-2.66962,2024082.0,110697.0,81.47872161865234,1191.0799560546875,13.32,4.11,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-05-20,2016.0,SPY,C,2006-02-17,120.684941,5.522787,5.522787,0.136683,0.515305,0.027854,40.419664,-5.559339,1205199.0,49543.0,81.3626480102539,1189.280029296875,13.14,4.13,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-05-23,2037.0,SPY,P,2005-11-21,120.720642,4.547522,4.547522,0.13064,-0.500732,0.038221,33.015121,-2.596443,1633137.0,66320.0,81.81344604492188,1193.8599853515625,12.95,4.07,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-05-24,2060.0,SPY,C,2006-02-21,121.079456,5.394232,5.394232,0.13303,0.51485,0.028539,40.565021,-5.488375,961653.0,30910.0,81.62217712402344,1194.0699462890625,12.69,4.04,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-05-25,2081.0,SPY,P,2005-11-23,120.393075,4.554399,4.554399,0.130954,-0.502011,0.038372,32.914714,-2.561379,1680344.0,61431.0,81.56067657470703,1190.010009765625,12.58,4.08,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-05-26,2103.0,SPY,P,2005-11-24,120.99036,4.464332,4.464332,0.127759,-0.502066,0.039061,33.077762,-2.508811,1710294.0,57878.0,81.99787139892578,1197.6199951171875,12.24,4.08,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-05-27,2124.0,SPY,C,2005-11-25,121.233428,4.275808,4.275808,0.12762,0.512594,0.036399,33.502568,-6.138054,991821.0,45573.0,82.13442993164062,1198.780029296875,12.15,4.08,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-05-31,2148.0,SPY,C,2006-02-28,121.072973,5.516749,5.516749,0.136061,0.515404,0.027905,40.554973,-5.576336,1023590.0,32259.0,81.60855102539062,1191.5,13.29,4.0,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-06-01,2177.0,SPY,P,2007-06-01,125.350341,10.927012,10.927012,0.151759,-0.501558,0.018413,63.773179,-0.50542,1790243.0,70707.0,82.30522918701172,1202.219970703125,12.36,3.91,,,,,,,,,,,,,,,,,,,,,,,,
options_snapshot_spy,2005-06-02,2191.0,SPY,P,2005-12-01,121.742127,4.579934,4.579934,0.129994,-0.503271,0.038231,33.280953,-2.574874,1821895.0,59513.0,82.4828109741211,1204.2900390625,11.84,3.89,,,,,,,,,,,,,,,,,,,,,,,,
